Job Title,Job Description,Skills,Company,Location
Cloud Engineer,"We are looking for a Cloud Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Power BI, Git, Kubernetes, React, AWS",TCS,Chennai
Data Analyst,"We are looking for a Data Analyst at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, PyTorch, AWS, React, NLP",Meta,Pune
Software Engineer,"We are looking for a Software Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Tableau, NLP, Power BI",TechNova,Remote
NLP Engineer,"We are looking for a NLP Engineer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Node.js, React, JavaScript, AWS, Python",Accenture,Chennai
Software Engineer,"We are looking for a Software Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, AWS, Spark, Power BI, Deep Learning, Tableau",AI Labs,Chennai
Data Analyst,"We are looking for a Data Analyst at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, TensorFlow, Node.js, React, Spark, Git",TCS,Bangalore
DevOps Engineer,"We are looking for a DevOps Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Git, Deep Learning, Java, Kubernetes, Machine Learning",Infosys,Mumbai
Data Scientist,"We are looking for a Data Scientist at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Docker, TensorFlow, AWS, Git, Machine Learning, Node.js",Cognizant,Remote
Business Analyst,"We are looking for a Business Analyst at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, PyTorch, Deep Learning, SQL",IBM,Bangalore
Full Stack Developer,"We are looking for a Full Stack Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, PyTorch, JavaScript, Power BI, Linux, Node.js",Google,Chennai
AI Engineer,"We are looking for a AI Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, TensorFlow, Machine Learning, React, Kubernetes, Git",AI Labs,Chennai
Cloud Engineer,"We are looking for a Cloud Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Java, NLP, Kubernetes, JavaScript, Git",StartupX,Pune
Frontend Developer,"We are looking for a Frontend Developer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, NLP, Docker, Deep Learning, TensorFlow, Node.js, Python",Microsoft,Bangalore
Data Scientist,"We are looking for a Data Scientist at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Java, Linux, JavaScript, Docker, Python, AWS",Amazon,Chennai
DevOps Engineer,"We are looking for a DevOps Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Linux, Machine Learning, Kubernetes, NLP, TensorFlow",Amazon,Chennai
Software Engineer,"We are looking for a Software Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, Kubernetes, Docker, Deep Learning, TensorFlow, Java, Spark",IBM,Bangalore
Data Analyst,"We are looking for a Data Analyst at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Linux, Power BI, NLP",TCS,Hyderabad
Cloud Engineer,"We are looking for a Cloud Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Spark, SQL, TensorFlow, REST APIs",IBM,Pune
DevOps Engineer,"We are looking for a DevOps Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, AWS, JavaScript, Spark",Cognizant,Mumbai
Cloud Engineer,"We are looking for a Cloud Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, REST APIs, Git, Deep Learning, JavaScript",IBM,Bangalore
NLP Engineer,"We are looking for a NLP Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, Deep Learning, Machine Learning, JavaScript, NLP",Cognizant,Bangalore
Full Stack Developer,"We are looking for a Full Stack Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Deep Learning, Tableau, Kubernetes",Amazon,Chennai
Full Stack Developer,"We are looking for a Full Stack Developer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Java, React, Kubernetes",Meta,Bangalore
Frontend Developer,"We are looking for a Frontend Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, React, Machine Learning, Spark, Linux, Node.js",Google,Remote
Software Engineer,"We are looking for a Software Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, AWS, Linux, Spark, Node.js",DataCorp,Mumbai
DevOps Engineer,"We are looking for a DevOps Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, Machine Learning, Kubernetes, Git, Tableau, SQL",TCS,Bangalore
DevOps Engineer,"We are looking for a DevOps Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Power BI, AWS, Machine Learning, Java, REST APIs",AI Labs,Remote
Data Analyst,"We are looking for a Data Analyst at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, Spark, JavaScript, Tableau",Google,Mumbai
Software Engineer,"We are looking for a Software Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, PyTorch, Docker, Tableau",Cognizant,Pune
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, REST APIs, Python, Kubernetes, React, Linux",StartupX,Bangalore
Full Stack Developer,"We are looking for a Full Stack Developer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Linux, Kubernetes, Java, SQL",Meta,Hyderabad
Backend Developer,"We are looking for a Backend Developer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, TensorFlow, PyTorch, REST APIs, Machine Learning, Python",Microsoft,Bangalore
AI Engineer,"We are looking for a AI Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Machine Learning, Java, Deep Learning",StartupX,Mumbai
Software Engineer,"We are looking for a Software Engineer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, AWS, Node.js, Deep Learning, Machine Learning, TensorFlow",Accenture,Chennai
Data Scientist,"We are looking for a Data Scientist at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, React, Machine Learning, Git, Deep Learning, Java, TensorFlow",Amazon,Remote
